date,region,product,units,revenue
2024-11-01,South,Beta,8,1627.7
2024-11-02,South,Delta,5,1589.63
2024-11-03,South,Alpha,25,1513.7
2024-11-04,North,Gamma,31,1468.49
2024-11-05,East,Gamma,40,1643.77
2024-11-06,West,Alpha,29,1607.98
2024-11-07,South,Delta,31,1773.81
2024-11-08,West,Beta,55,1620.03
2024-11-09,East,Alpha,20,1620.69
2024-11-10,North,Delta,30,1579.63
2024-11-11,South,Alpha,33,1661.68
2024-11-12,North,Delta,28,1649.74
2024-11-13,North,Alpha,58,1703.32
2024-11-14,South,Gamma,57,1564.96
2024-11-15,South,Epsilon,31,1575.36
2024-11-16,West,Beta,27,1575.43
2024-11-17,North,Delta,35,1680.63
2024-11-18,West,Delta,11,1740.88
2024-11-19,North,Epsilon,26,1587.99
2024-11-20,North,Alpha,13,1594.45
2024-11-21,East,Delta,9,1657.32
2024-11-22,West,Epsilon,6,1616.33
2024-11-23,East,Delta,35,1715.99
2024-11-24,North,Alpha,1,1463.56
2024-11-25,North,Epsilon,39,1581.47
2024-11-26,South,Alpha,26,1588.96
2024-11-27,South,Gamma,22,1469.9
2024-11-28,West,Gamma,46,1582.44
2024-11-29,South,Gamma,32,1590.36
2024-11-30,North,Gamma,44,1651.55
2024-12-01,West,Alpha,42,1760.77
2024-12-02,North,Gamma,2,1656.26
2024-12-03,North,Epsilon,13,1597.55
2024-12-04,South,Gamma,34,1679.64
2024-12-05,South,Beta,58,1772.33
2024-12-06,East,Epsilon,10,1614.55
2024-12-07,West,Alpha,7,1624.04
2024-12-08,West,Gamma,56,1745.85
2024-12-09,South,Gamma,58,1687.74
2024-12-10,West,Gamma,10,1761.58
2024-12-11,East,Epsilon,24,1713.03
2024-12-12,North,Gamma,37,1774.62
2024-12-13,West,Epsilon,12,1640.06
2024-12-14,North,Alpha,20,1726.29
2024-12-15,East,Delta,24,1714.82
2024-12-16,West,Gamma,38,1638.83
2024-12-17,North,Beta,19,1615.46
2024-12-18,South,Beta,25,1799.86
2024-12-19,South,Delta,18,1721.39
2024-12-20,West,Delta,45,1672.16
2024-12-21,North,Delta,10,1750.74
2024-12-22,East,Alpha,14,1853.17
2024-12-23,South,Gamma,15,1584.98
2024-12-24,North,Epsilon,54,1652.22
2024-12-25,East,Alpha,56,1702.64
2024-12-26,West,Gamma,30,1897.9
2024-12-27,East,Gamma,10,1808.14
2024-12-28,North,Epsilon,45,1851.45
2024-12-29,North,Beta,30,1703.39
2024-12-30,South,Gamma,51,1709.58
